id,title,date_recorded,duration,language_name,category,subcategories,thumbnail_url,audio_url,mp4_url,m3u8_url,speaker_name_first,speaker_name_last
310974,פרשת בלק: כבוד הבריות,2024-07-18,3296,Hebrew,Parasha/Torah Portion,Balak,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/310974/310974.jpg,https://dl.torahanytime.com/mp3/310974--____06_04_2024__b8508fff-b4be-482f-aa46-4e5c3dd1e25e.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/310974--____06_04_2024__b8508fff-b4be-482f-aa46-4e5c3dd1e25e.mp4,,Asher,Weiss
310638,Divrei Chizuk for Ohr Somayach Mentor's Mission,2024-07-16,1345,English,Jewish Understanding,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/310638/310638.jpg,https://dl.torahanytime.com/mp3/310638--____06_02_2024__7d7df0f7-21db-4605-963e-1366065443b5.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/310638--____06_02_2024__7d7df0f7-21db-4605-963e-1366065443b5.mp4,,Asher,Weiss
309447,Laws of נשיאת כפים - Part 1,2024-07-10,2984,English,Halacha/Jewish Law,Prayer,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/309447/309447.jpg,https://dl.torahanytime.com/mp3/309447--____06_03_2024__70dbd526-0731-4c8d-8529-546736ef2e51.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/309447--____06_03_2024__70dbd526-0731-4c8d-8529-546736ef2e51.mp4,,Asher,Weiss
309782,Laws of נשיאת כפים - Part 2,2024-07-10,3912,English,Halacha/Jewish Law,Prayer,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/309782/309782.jpg,https://dl.torahanytime.com/mp3/309782--____06_04_2024__132b6293-20f0-46b8-9ba5-c6fc99a07ef1.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/309782--____06_04_2024__132b6293-20f0-46b8-9ba5-c6fc99a07ef1.mp4,,Asher,Weiss
308897,Ohr Somayach Yarchei Kallah 2024: Shlichus B'Mitzvos (Part 2),2024-07-08,2210,English,Jewish Understanding,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/308897/308897.jpg,https://dl.torahanytime.com/mp3/308897--____06_01_2024__510d6752-0414-4e8b-b368-79d2da96732c.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/308897--____06_01_2024__510d6752-0414-4e8b-b368-79d2da96732c.mp4,,Asher,Weiss
308511,Parshat Korach: Shlichus B'Mitzvos,2024-07-05,2304,English,Parasha/Torah Portion,Korach,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/308511/308511.jpg,https://dl.torahanytime.com/mp3/308511--____06_05_2024__c43744a4-dc4f-4c7e-8589-2f9790137fd9.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/308511--____06_05_2024__c43744a4-dc4f-4c7e-8589-2f9790137fd9.mp4,,Asher,Weiss
308541,Short Thought on Parshat Korach,2024-07-05,508,English,Parasha/Torah Portion,Korach,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/308541/308541.jpg,https://dl.torahanytime.com/mp3/308541--____06_05_2024__b19d2c2d-8b4c-4650-b25e-eaa89e9008d3.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/308541--____06_05_2024__b19d2c2d-8b4c-4650-b25e-eaa89e9008d3.mp4,,Asher,Weiss
308421,מסר קצר לפרשת קרח,2024-07-04,419,Hebrew,Parasha/Torah Portion,Korach,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/308421/308421.jpg,https://dl.torahanytime.com/mp3/308421--____06_04_2024__5bb2ffd4-a86e-4837-ae90-ca7aeea9cb87.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/308421--____06_04_2024__5bb2ffd4-a86e-4837-ae90-ca7aeea9cb87.mp4,,Asher,Weiss
308032,פרשת קרח: בעניין שליחות במצוות,2024-07-03,2876,Hebrew,Parasha/Torah Portion,Korach,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/308032/308032.jpg,https://dl.torahanytime.com/mp3/308032--____06_03_2024__21dbc4b3-0ab9-43da-bbeb-2703e8fff10a.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/308032--____06_03_2024__21dbc4b3-0ab9-43da-bbeb-2703e8fff10a.mp4,,Asher,Weiss
308368,Ohr Somayach Yarchei Kallah 2024: Shlichus B'Mitzvos (Part 1),2024-07-03,2855,English,Jewish Understanding,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/308368/308368.jpg,https://dl.torahanytime.com/mp3/308368--____06_04_2024__f88a842b-4d83-4026-921a-b7cd1a75fd65.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/308368--____06_04_2024__f88a842b-4d83-4026-921a-b7cd1a75fd65.mp4,,Asher,Weiss
307107,פרשת שלח: עשה דוחה לא תעשה,2024-06-28,3386,Hebrew,Parasha/Torah Portion,Shelach,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/307107/307107.jpg,https://dl.torahanytime.com/mp3/307107--____06_01_2024__88e0f9c0-0552-4e93-9e4e-ff3c9691370b.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/307107--____06_01_2024__88e0f9c0-0552-4e93-9e4e-ff3c9691370b.mp4,,Asher,Weiss
305681,Parshat Be'halot'cha: The Mitzvah of  Blowing Trumpets Nowadays,2024-06-21,2370,English,Parasha/Torah Portion,Be'halot'cha,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/305681/305681.jpg,https://dl.torahanytime.com/mp3/305681--____05_05_2024__d21e32dc-6a68-4fe2-b035-942c1fcf8749.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/305681--____05_05_2024__d21e32dc-6a68-4fe2-b035-942c1fcf8749.mp4,,Asher,Weiss
305414,פרשת בהעלותך: מצוות החצוצרות בזמן הזה,2024-06-20,2435,Hebrew,Parasha/Torah Portion,Be'halot'cha,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/305414/305414.jpg,https://dl.torahanytime.com/mp3/305414--____05_04_2024__4025a7a0-ec86-468a-b2a6-27c32ba3d4bb.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/305414--____05_04_2024__4025a7a0-ec86-468a-b2a6-27c32ba3d4bb.mp4,,Asher,Weiss
304280,מצוות תלמוד תורה,2024-06-13,3179,Hebrew,Jewish Understanding,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/304280/304280.jpg,https://dl.torahanytime.com/mp3/304280--____05_04_2024__8f08357e-9a3b-46ef-9c32-341d6e470ace.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/304280--____05_04_2024__8f08357e-9a3b-46ef-9c32-341d6e470ace.mp4,,Asher,Weiss
304084,Eating Milchig & Meat on Shavuot,2024-06-11,2726,English,Holidays,Shavuot,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/304084/304084.jpg,https://dl.torahanytime.com/mp3/304084--____05_02_2024__b2fb5d9e-33c5-4f21-bf2d-c6130f73e27c.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/304084--____05_02_2024__b2fb5d9e-33c5-4f21-bf2d-c6130f73e27c.mp4,,Asher,Weiss
304014,שבועות: האם ראוי ליהנות מתלמוד תורה,2024-06-10,3578,Hebrew,Holidays,Shavuot,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/304014/304014.jpg,https://dl.torahanytime.com/mp3/304014--____05_02_2024__64f7eb23-c591-45ad-94ea-916b8a926c55.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/304014--____05_02_2024__64f7eb23-c591-45ad-94ea-916b8a926c55.mp4,,Asher,Weiss
303317,Can Chazal Prohibit Something That The Torah Permits,2024-06-07,2630,English,Jewish Understanding,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/303317/303317.jpg,https://dl.torahanytime.com/mp3/303317--____05_05_2024__bcc6dc6a-759f-4a50-b40e-971aa53e94f6.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/303317--____05_05_2024__bcc6dc6a-759f-4a50-b40e-971aa53e94f6.mp4,,Asher,Weiss
303323,Short Thought on Shavuot,2024-06-07,543,English,Holidays,Shavuot,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/303323/303323.jpg,https://dl.torahanytime.com/mp3/303323--____05_05_2024__655f629c-f387-4dba-888d-e78d1b3aad90.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/303323--____05_05_2024__655f629c-f387-4dba-888d-e78d1b3aad90.mp4,,Asher,Weiss
303324,מסר קצר לחג שבועות,2024-06-07,744,Hebrew,Holidays,Shavuot,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/303324/303324.jpg,https://dl.torahanytime.com/mp3/303324--____05_05_2024__1999c100-c826-42ed-a723-c76255f0a913.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/303324--____05_05_2024__1999c100-c826-42ed-a723-c76255f0a913.mp4,,Asher,Weiss
302778,בדברי הט''ז שאין ביד חכמים לאסור את המפורש בתורה,2024-06-04,3391,Hebrew,Jewish Understanding,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/302778/302778.jpg,https://dl.torahanytime.com/mp3/302778--____05_03_2024__448a5e1f-e91b-4118-972b-1e08dfba66e6.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/302778--____05_03_2024__448a5e1f-e91b-4118-972b-1e08dfba66e6.mp4,,Asher,Weiss
302356,Preparation for Shavuot (Shiur at Ohr Samayach),2024-06-03,2035,English,Holidays,Shavuot,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/302356/302356.jpg,https://dl.torahanytime.com/mp3/302356--____05_01_2024__41b8df60-8072-42d2-b980-e1c44c01bcab.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/302356--____05_01_2024__41b8df60-8072-42d2-b980-e1c44c01bcab.mp4,,Asher,Weiss
301957,Parshat Bechukotai: The Obligation to Go to Doctors,2024-05-31,2280,English,Parasha/Torah Portion,Bechukotai,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/301957/301957.jpg,https://dl.torahanytime.com/mp3/301957--____04_05_2024__54208f6d-cc4a-4139-9405-a0b312965e0d.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/301957--____04_05_2024__54208f6d-cc4a-4139-9405-a0b312965e0d.mp4,,Asher,Weiss
301958,Short Thought on Parshat Bechukotai,2024-05-31,750,English,Parasha/Torah Portion,Bechukotai,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/301958/301958.jpg,https://dl.torahanytime.com/mp3/301958--____04_05_2024__3fb04c89-9ed1-42d0-903d-f1af03329459.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/301958--____04_05_2024__3fb04c89-9ed1-42d0-903d-f1af03329459.mp4,,Asher,Weiss
301848,מסר קצר לפרשת בחוקותי,2024-05-30,827,Hebrew,Parasha/Torah Portion,Bechukotai,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/301848/301848.jpg,https://dl.torahanytime.com/mp3/301848--____04_04_2024__aa422f94-b576-4f6e-996f-1e704a02f7ad.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/301848--____04_04_2024__aa422f94-b576-4f6e-996f-1e704a02f7ad.mp4,,Asher,Weiss
301406,פרשת בחוקותי: חיוב החולה להתעסק ברפואה,2024-05-29,2901,Hebrew,Parasha/Torah Portion,Bechukotai,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/301406/301406.jpg,https://dl.torahanytime.com/mp3/301406--____04_03_2024__a44c65a7-e948-42f0-9676-bbd77b5058b8.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/301406--____04_03_2024__a44c65a7-e948-42f0-9676-bbd77b5058b8.mp4,,Asher,Weiss
300584,The Minhag of Burning Garments on Lag B'Omer,2024-05-24,2449,English,Holidays,Lag B'Omer,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/300584/300584.jpg,https://dl.torahanytime.com/mp3/300584--____04_05_2024__f612c5d0-7586-45f4-9576-87ff2df6f59a.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/300584--____04_05_2024__f612c5d0-7586-45f4-9576-87ff2df6f59a.mp4,,Asher,Weiss
300665,Short Thought on Lag B'Omer,2024-05-24,967,English,Holidays,Lag B'Omer,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/300665/300665.jpg,https://dl.torahanytime.com/mp3/300665--____04_05_2024__28dd6c70-9cb3-4aed-8469-5dd8c349b2d0.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/300665--____04_05_2024__28dd6c70-9cb3-4aed-8469-5dd8c349b2d0.mp4,,Asher,Weiss
300456,"מסר קצר לל""ג בעומר",2024-05-23,762,Hebrew,Holidays,Lag B'Omer,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/300456/300456.jpg,https://dl.torahanytime.com/mp3/300456--____04_04_2024__dc9f59f5-6952-40c7-9380-699f5672ec01.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/300456--____04_04_2024__dc9f59f5-6952-40c7-9380-699f5672ec01.mp4,,Asher,Weiss
299950,"מנהג שריפת בגדית במדורת ל""ג בעומר",2024-05-22,3234,Hebrew,Holidays,Lag B'Omer,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/299950/299950.jpg,https://dl.torahanytime.com/mp3/299950--____04_03_2024__6c607426-9c14-4b7b-9463-d351241d41e8.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/299950--____04_03_2024__6c607426-9c14-4b7b-9463-d351241d41e8.mp4,,Asher,Weiss
299011,Parshat Emor: The Mitzvah of Sefirat HaOmer,2024-05-17,2419,English,Parasha/Torah Portion,Emor,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/299011/299011.jpg,https://dl.torahanytime.com/mp3/299011--____04_05_2024__252e6b8e-dbd7-4f31-9c3a-e373a1e0d28a.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/299011--____04_05_2024__252e6b8e-dbd7-4f31-9c3a-e373a1e0d28a.mp4,,Asher,Weiss
299085,Short Thought on Parshat Emor,2024-05-17,480,English,Parasha/Torah Portion,Emor,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/299085/299085.jpg,https://dl.torahanytime.com/mp3/299085--____04_05_2024__70263eb4-a022-4c6a-a991-fad27fc876d7.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/299085--____04_05_2024__70263eb4-a022-4c6a-a991-fad27fc876d7.mp4,,Asher,Weiss
298858,מסר קצר לפרשת אמור,2024-05-16,407,Hebrew,Parasha/Torah Portion,Emor,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/298858/298858.jpg,https://dl.torahanytime.com/mp3/298858--____04_04_2024__c2435a09-6622-4015-83d0-3308657db155.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/298858--____04_04_2024__c2435a09-6622-4015-83d0-3308657db155.mp4,,Asher,Weiss
298261,פרשת אמור: מצוות ספירת העומר,2024-05-14,3217,Hebrew,Parasha/Torah Portion,Emor,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/298261/298261.jpg,https://dl.torahanytime.com/mp3/298261--____04_02_2024__fea25ed2-feb9-411c-b789-5fd7113c32e3.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/298261--____04_02_2024__fea25ed2-feb9-411c-b789-5fd7113c32e3.mp4,,Asher,Weiss
297832,Short Thought on Sefirat HaOmer,2024-05-12,639,English,Holidays,Omer,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/297832/297832.jpg,https://dl.torahanytime.com/mp3/297832--____04_00_2024__f6bf6b61-4e7d-483f-81a1-593bd0a3964c.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/297832--____04_00_2024__f6bf6b61-4e7d-483f-81a1-593bd0a3964c.mp4,,Asher,Weiss
297777,מסר קצר לימי ספירת העומר,2024-05-11,763,Hebrew,Holidays,Omer,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/297777/297777.jpg,https://dl.torahanytime.com/mp3/297777--____04_06_2024__73a07dfb-b1c3-4381-b039-22f894b11a02.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/297777--____04_06_2024__73a07dfb-b1c3-4381-b039-22f894b11a02.mp4,,Asher,Weiss
297625,Parshat Kedoshim: Love Your Fellow Jew,2024-05-10,2415,English,Parasha/Torah Portion,Kedoshim,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/297625/297625.jpg,https://dl.torahanytime.com/mp3/297625--____04_05_2024__8fc0536a-32da-4b4f-b3d0-ad08c83be589.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/297625--____04_05_2024__8fc0536a-32da-4b4f-b3d0-ad08c83be589.mp4,,Asher,Weiss
297356,פרשת קדושים: ואהבת לרעך כמוך,2024-05-09,2964,Hebrew,Parasha/Torah Portion,Kedoshim,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/297356/297356.jpg,https://dl.torahanytime.com/mp3/297356--____04_04_2024__49a06b33-be25-4f95-817c-718ee97f277b.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/297356--____04_04_2024__49a06b33-be25-4f95-817c-718ee97f277b.mp4,,Asher,Weiss
297245,"Balancing Torah, Work, & Family",2024-05-08,2196,English,Jewish Understanding,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/297245/297245.jpg,https://dl.torahanytime.com/mp3/297245--____04_03_2024__531df205-d8fe-47ed-b11a-8fbf6ac64258.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/297245--____04_03_2024__531df205-d8fe-47ed-b11a-8fbf6ac64258.mp4,,Asher,Weiss
296953,שו''ת עם רופאים בעקבות המלחמה,2024-05-07,4371,Hebrew,Jewish Understanding,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/296953/296953.jpg,https://dl.torahanytime.com/mp3/296953--____04_02_2024__5fff80d7-48c1-4a7d-92e1-4963cf5c76bb.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/296953--____04_02_2024__5fff80d7-48c1-4a7d-92e1-4963cf5c76bb.mp4,,Asher,Weiss
296450,מסר קצר לימי ספירת העומר,2024-05-03,891,Hebrew,Holidays,Omer,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/296450/296450.jpg,https://dl.torahanytime.com/mp3/296450--____04_05_2024__13fd7241-9932-489f-955d-c34d931ee9c7.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/296450--____04_05_2024__13fd7241-9932-489f-955d-c34d931ee9c7.mp4,,Asher,Weiss
296355,קטן שהגדיל בימי הספירה,2024-05-02,3567,Hebrew,Holidays,Omer,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/296355/296355.jpg,https://dl.torahanytime.com/mp3/296355--____04_04_2024__55e775f2-a678-45fc-a4d5-f5aa0547ec12.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/296355--____04_04_2024__55e775f2-a678-45fc-a4d5-f5aa0547ec12.mp4,,Asher,Weiss
295879,תורת המנהגים ,2024-04-28,2897,Hebrew,Holidays,Pesach/Passover,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/295879/295879.jpg,https://dl.torahanytime.com/mp3/295879--____03_00_2024__abb8fe29-0e62-4509-8e2f-410018f7956b.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/295879--____03_00_2024__abb8fe29-0e62-4509-8e2f-410018f7956b.mp4,,Asher,Weiss
295924,דברי חיזוק לימי הפסח,2024-04-28,846,Hebrew,Holidays,Pesach/Passover,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/295924/295924.jpg,https://dl.torahanytime.com/mp3/295924--____03_00_2024__d3291d96-865b-4863-a4dc-cb0c23cf26fd.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/295924--____03_00_2024__d3291d96-865b-4863-a4dc-cb0c23cf26fd.mp4,,Asher,Weiss
295811,"ברכות המצוות - שיעור בשכונת נווה יעקב בחוה""מ פסח",2024-04-27,3280,Hebrew,Halacha/Jewish Law,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/295811/295811.jpg,https://dl.torahanytime.com/mp3/295811--____03_06_2024__40fe5a39-3cbe-40ef-9684-a8799a879d05.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/295811--____03_06_2024__40fe5a39-3cbe-40ef-9684-a8799a879d05.mp4,,Asher,Weiss
295746,דברי חיזוק קצרים לימי הפסח,2024-04-26,682,Hebrew,Holidays,Pesach/Passover,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/295746/295746.jpg,https://dl.torahanytime.com/mp3/295746--____03_05_2024__38b745ee-5162-4397-bb35-158ceccb3550.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/295746--____03_05_2024__38b745ee-5162-4397-bb35-158ceccb3550.mp4,,Asher,Weiss
294485,The Mitzvah of הסבה,2024-04-17,3107,English,Holidays,Pesach/Passover,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/294485/294485.jpg,https://dl.torahanytime.com/mp3/294485--____03_02_2024__291a42eb-bfb4-45b8-8027-bd8cf57b2c77.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/294485--____03_02_2024__291a42eb-bfb4-45b8-8027-bd8cf57b2c77.mp4,,Asher,Weiss
294567,Divrei Chizuk for Pesach & Current Events,2024-04-17,1005,English,Holidays,Pesach/Passover,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/294567/294567.jpg,https://dl.torahanytime.com/mp3/294567--____03_03_2024__893a4c36-5cc1-4b6b-bc31-771e0ace7e70.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/294567--____03_03_2024__893a4c36-5cc1-4b6b-bc31-771e0ace7e70.mp4,,Asher,Weiss
294358,מצוות הסבה בליל הסדר,2024-04-16,3196,Hebrew,Holidays,Pesach/Passover,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/294358/294358.jpg,https://dl.torahanytime.com/mp3/294358--____03_02_2024__7fd732df-cd02-4014-989c-09b1385f3b89.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/294358--____03_02_2024__7fd732df-cd02-4014-989c-09b1385f3b89.mp4,,Asher,Weiss
294022,Halacha and Mental Health in Shidduchim & Marriage (conversation with Dr. Yaacov Friedman),2024-04-14,1953,English,Dating and Marriage,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/294022/294022.jpg,https://dl.torahanytime.com/mp3/294022--____03_00_2024__16ae3ad4-da41-4f0c-83b2-5df130a6dff6.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/294022--____03_00_2024__16ae3ad4-da41-4f0c-83b2-5df130a6dff6.mp4,,Asher,Weiss
293682,"מצוות מצה, ואפיקומן ",2024-04-12,3630,Hebrew,Holidays,Pesach/Passover,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/293682/293682.jpg,https://dl.torahanytime.com/mp3/293682--____03_05_2024__293145ea-5a5b-41d2-a3a9-6aaa33465aca.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/293682--____03_05_2024__293145ea-5a5b-41d2-a3a9-6aaa33465aca.mp4,,Asher,Weiss
293736,מסר קצר לפסח,2024-04-12,711,Hebrew,Holidays,Pesach/Passover,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/293736/293736.jpg,https://dl.torahanytime.com/mp3/293736--____03_05_2024__c9b8e85b-605c-451e-a1c2-1a166041eef2.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/293736--____03_05_2024__c9b8e85b-605c-451e-a1c2-1a166041eef2.mp4,,Asher,Weiss
293284,Eating the Afikoman,2024-04-10,2565,English,Holidays,Pesach/Passover,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/293284/293284.jpg,https://dl.torahanytime.com/mp3/293284--____03_03_2024__232bd077-0a75-452e-9dac-d21de6993d84.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/293284--____03_03_2024__232bd077-0a75-452e-9dac-d21de6993d84.mp4,,Asher,Weiss
292818,International Date Line in Halacha,2024-04-08,3528,English,Halacha/Jewish Law,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/292818/292818.jpg,https://dl.torahanytime.com/mp3/292818--____03_01_2024__32dee9ca-ec37-4877-8bb1-e9d967f1b119.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/292818--____03_01_2024__32dee9ca-ec37-4877-8bb1-e9d967f1b119.mp4,,Asher,Weiss
292499,Insects in Halacha,2024-04-07,3054,English,Halacha/Jewish Law,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/292499/292499.jpg,https://dl.torahanytime.com/mp3/292499--____03_06_2024__1fda1e44-070d-417f-bdf7-edfd55c68fd4.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/292499--____03_06_2024__1fda1e44-070d-417f-bdf7-edfd55c68fd4.mp4,,Asher,Weiss
292072,Zmanim in Halacha,2024-04-04,3233,English,Halacha/Jewish Law,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/292072/292072.jpg,https://dl.torahanytime.com/mp3/292072--____03_04_2024__0d470c02-2d79-413a-a94b-87e6341d092f.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/292072--____03_04_2024__0d470c02-2d79-413a-a94b-87e6341d092f.mp4,,Asher,Weiss
291641,שאלות הלכתיות בזמן מלחמה,2024-04-02,3024,Hebrew,Response to Tragic Events,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/291641/291641.jpg,https://dl.torahanytime.com/mp3/291641--____03_02_2024__b941c2da-6c53-48e9-affe-7123c04ec333.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/291641--____03_02_2024__b941c2da-6c53-48e9-affe-7123c04ec333.mp4,,Asher,Weiss
291459,Anxiety and Stress in Halacha,2024-04-01,2765,English,Jewish Understanding,,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/audio.jpg,https://dl.torahanytime.com/mp3/291459--____03_01_2024__064c9763-0909-422c-9cbb-8286a92625a4.mp3.mp3,,,Asher,Weiss
291101,מסר קצר לפרשת צו,2024-03-30,702,Hebrew,Parasha/Torah Portion,Tzav,https://ta-lectures.s3.us-east-005.backblazeb2.com/thumbnails/291101/291101.jpg,https://dl.torahanytime.com/mp3/291101--____02_06_2024__83fac64a-45dc-498d-9440-306070af20b9.mp4.mp3,https://ta-lectures.s3.us-east-005.backblazeb2.com/mobileres/291101--____02_06_2024__83fac64a-45dc-498d-9440-306070af20b9.mp4,,Asher,Weiss
